0,1.0154,0.34551
1,0.97863,0.32886
2,1.4142,0.31084
3,1.1799,0.29215
4,1.0565,0.27224
5,0.99275,0.25184
6,1.1979,0.23045
7,1.1187,0.20874
8,1.4026,0.18728
9,0.99487,0.16631
10,1.2138,0.14619
11,0.96237,0.12746
12,0.97562,0.10977
13,0.905,0.092855
14,0.87338,0.076726
15,0.9185,0.061479
16,0.9585,0.047136
17,0.9135,0.034209
18,1.1495,0.023243
19,0.96863,0.014476
20,1.0537,0.0081127
21,1.0805,0.0039911
22,1.0974,0.0016801
23,1.3259,0.00057299
24,1.906,0.00015161
25,3.0354,2.8691e-05
26,3.9306,3.5575e-06
27,4.4525,2.2461e-07
28,4.5,5.9002e-08
29,4.5,0
30,4.5,0
