0,0.9909,0.15863
0.1,0.948,0.15588
0.2,0.88207,0.15308
0.3,0.9409,0.15042
0.4,0.90413,0.14754
0.5,0.89352,0.14476
0.6,0.87735,0.14193
0.7,0.91325,0.1392
0.8,0.9733,0.13643
0.9,0.85255,0.13365
1,0.84335,0.13091
1.1,0.8958,0.1282
1.2,0.88663,0.12541
1.3,0.9547,0.12278
1.4,0.9072,0.12001
1.5,0.89618,0.11734
1.6,0.85177,0.11465
1.7,0.82995,0.11191
1.8,0.92302,0.10929
1.9,0.85527,0.10663
2,0.78725,0.10403
2.1,0.8491,0.10145
2.2,0.88977,0.098835
2.3,0.9041,0.096214
2.4,0.87522,0.093721
2.5,0.87845,0.091166
2.6,0.84475,0.088686
2.7,0.868,0.086155
2.8,0.91138,0.083684
2.9,0.82712,0.081289
3,0.83855,0.078882
3.1,0.88718,0.076486
3.2,0.91465,0.074152
3.3,0.89552,0.071851
3.4,0.88445,0.069546
3.5,0.90903,0.067298
3.6,0.87532,0.065021
3.7,0.90812,0.062896
3.8,0.87385,0.060719
3.9,0.8633,0.058576
4,0.89055,0.056491
4.1,0.86307,0.054502
4.2,0.89033,0.052445
4.3,0.86907,0.050382
4.4,0.95385,0.048502
4.5,0.87968,0.046614
4.6,0.87477,0.044732
4.7,0.9145,0.042908
4.8,0.89635,0.041177
4.9,0.94075,0.039394
5,0.94788,0.037721
5.1,0.87523,0.036032
5.2,0.92037,0.034393
5.3,0.99617,0.032846
5.4,0.99088,0.031302
5.5,0.9773,0.029765
5.6,1.0055,0.028386
5.7,0.91365,0.026941
5.8,1.0124,0.025604
5.9,0.96937,0.024271
6,1.0957,0.023027
6.1,0.96625,0.021759
6.2,0.97465,0.02057
6.3,1.0147,0.019446
6.4,1.0655,0.018353
6.5,1.0925,0.017276
6.6,1.0165,0.016239
6.7,0.9948,0.015293
6.8,0.9953,0.014339
6.9,1.0131,0.013426
7,1.0131,0.0126
7.1,1.0114,0.011777
7.2,1.0226,0.010974
7.3,1.0364,0.010231
7.4,1.0286,0.0095287
7.5,1.0406,0.0088702
7.6,1.038,0.0082244
7.7,1.0506,0.007632
7.8,1.0551,0.0070457
7.9,1.0626,0.0065051
8,1.0641,0.0060229
8.1,1.066,0.0055207
8.2,1.0702,0.005085
8.3,1.0733,0.0046479
8.4,1.0856,0.0042581
8.5,1.0879,0.003897
8.6,1.0823,0.0035493
8.7,1.0892,0.0032443
8.8,1.0925,0.0029492
8.9,1.0947,0.0026678
9,1.1011,0.0024219
9.1,1.1026,0.0021799
9.2,1.117,0.0019656
9.3,1.1242,0.0017639
9.4,1.1357,0.0015862
9.5,1.1449,0.0014217
9.6,1.1572,0.0012644
9.7,1.1694,0.0011324
9.8,1.1984,0.00099479
9.9,1.2021,0.00088603
