0,1.1309,0.37897
1,0.90025,0.36666
2,0.94425,0.35363
3,0.94837,0.34034
4,0.86938,0.32623
5,1.1716,0.31156
6,0.87188,0.2964
7,0.82562,0.2805
8,0.88138,0.26396
9,0.88713,0.24674
10,0.81825,0.22896
11,0.86113,0.21075
12,0.78663,0.19226
13,0.98725,0.17361
14,0.917,0.15538
15,1.1801,0.13787
16,0.84837,0.12131
17,1.0862,0.10578
18,1.1086,0.091038
19,1.1476,0.077342
20,1.1358,0.063939
21,0.859,0.051182
22,0.84337,0.039438
23,0.8005,0.027618
24,1.0794,0.0011841
25,4.5,0
26,4.5,0
27,4.5,0
28,4.5,0
29,4.5,0
30,4.5,0
31,4.5,0
32,4.5,0
33,4.5,0
34,4.5,0
35,4.5,0
36,4.5,0
37,4.5,0
38,4.5,0
39,4.5,0
40,4.5,0
