0,0.8963,0.078641
0.1,0.8348,0.076276
0.2,0.87115,0.073884
0.3,0.88665,0.071664
0.4,0.89517,0.069311
0.5,0.92417,0.067045
0.6,0.87773,0.064833
0.7,0.84557,0.062662
0.8,0.91273,0.060497
0.9,0.86427,0.05836
1,0.88745,0.056277
1.1,0.87362,0.054255
1.2,0.86605,0.052211
1.3,0.92905,0.050235
1.4,0.9463,0.048305
1.5,0.87778,0.046428
1.6,0.91215,0.044531
1.7,0.92578,0.04273
1.8,0.94412,0.04094
1.9,0.89878,0.039203
2,0.89117,0.037533
2.1,0.9325,0.035827
2.2,1.0361,0.034219
2.3,1.0105,0.032547
2.4,0.99045,0.030812
2.5,0.96333,0.028627
2.6,0.92978,0.025668
2.7,0.93457,0.021527
2.8,0.70667,0.016471
2.9,0.49253,0.011188
3,0.4036,0.0064599
3.1,0.65658,0.0031553
3.2,1.2211,0.001311
3.3,2.2553,0.00040554
3.4,3.3378,0.00010966
3.5,4.0108,2.7055e-05
3.6,4.4418,2.9622e-06
3.7,4.4712,1.1688e-06
3.8,4.5,0
3.9,4.5,0
4,4.5,0
4.1,4.5,0
4.2,4.5,0
4.3,4.5,0
4.4,4.5,0
4.5,4.5,0
4.6,4.5,0
4.7,4.5,0
4.8,4.5,0
4.9,4.5,0
5,4.5,0
5.1,4.5,0
5.2,4.5,0
5.3,4.5,0
5.4,4.5,0
5.5,4.5,0
5.6,4.5,0
5.7,4.5,0
5.8,4.5,0
5.9,4.5,0
6,4.5,0
6.1,4.5,0
6.2,4.5,0
6.3,4.5,0
6.4,4.5,0
6.5,4.5,0
6.6,4.5,0
6.7,4.5,0
6.8,4.5,0
6.9,4.5,0
7,4.5,0
7.1,4.5,0
7.2,4.5,0
7.3,4.5,0
7.4,4.5,0
7.5,4.5,0
7.6,4.5,0
7.7,4.5,0
7.8,4.5,0
7.9,4.5,0
8,4.5,0
8.1,4.5,0
8.2,4.5,0
8.3,4.5,0
8.4,4.5,0
8.5,4.5,0
8.6,4.5,0
8.7,4.5,0
8.8,4.5,0
8.9,4.5,0
9,4.5,0
9.1,4.5,0
9.2,4.5,0
9.3,4.5,0
9.4,4.5,0
9.5,4.5,0
9.6,4.5,0
9.7,4.5,0
9.8,4.5,0
9.9,4.5,0
10,4.5,0
